id,postal_code,postal_zone,city_id:id,zone_type,neighborhoods,villages,active
postal_681529,681529,6815,state_co_1055,rural,"","Petaquera- Sirguaza-  Victarigua",True
postal_686501,686501,6865,state_co_1050,urban,"","",True
postal_528568,528568,5285,state_co_955,rural,"","",True
postal_763518,763518,7635,state_co_1222,rural,"","Juntas- Portugal",True
postal_686547,686547,6865,state_co_1116,rural,"","",True
postal_233008,233008,2330,state_co_643,rural,"","El Viajano- San Antonio-  Santiago Abajo",True
postal_731048,731048,7310,state_co_1180,rural,"","Alto Cielo- Cabecera Municipal-  Campo Alegre-  Chagres-  Coralito-  El Agrado-  El Aguador-  El Horizonte-  El Paraíso-  El Tesoro-  La Alcancía-  La Australia-  La Bella-  La Elvecia-  La Florida-  La Frisolera-  La Gloria-  La Guaira-  La Honda-  La Ma",True
postal_682047,682047,6820,state_co_1067,rural,"","",True
postal_276058,276058,2760,state_co_793,rural,"","",True
postal_444038,444038,4440,state_co_850,rural,"Forero","JUNCALITO- LA SARAITA-  LAS FLORES",True
postal_544050,544050,5440,state_co_1011,urban,"Buenos Aires- Calvario- El Centro- Guane- La Candelaria- La Milagrosa- Los Andes- Portal de la Pradera- Santo Domingo","",True
postal_152680,152680,1526,state_co_517,urban,"","",True
postal_632080,632080,6320,state_co_1023,urban,"","",True
postal_192570,192570,1925,state_co_600,urban,"","",True
postal_202058,202058,2020,state_co_604,rural,"","",True
postal_231501,231501,2315,state_co_650,urban,"","",True
postal_525537,525537,5255,state_co_975,rural,"","Cuatro Esquinas- Guanguezan-  Michul Cuasimira-  Nueva Granada-  Pueblo Nuevo-  San Antonio-  San Jose de Alpan-  Villa Nueva",True
postal_684521,684521,6845,state_co_1105,urban,"Antonia Santos- Camacho Gamba- Campo Santo- Casa Fiscales- Casas Fiscales- Centro- Comuneros- El Progreso- El Recreo- La Chicharrona- Las Lajitas- Lelio Olarte- Los Mirtos- Los Nogales- Nuevo Portal- San Luis- Santander- V de Pte Real","Bajo Cantano- Bajo Rincón-  Cabecera Municipal-  Piracia-  Río Suárez-  Semisa",True
postal_052460,052460,0524,state_co_309,urban,"","",True
postal_177007,177007,1770,state_co_522,rural,"","Alto Bonito- Altomira-  Asia-  Belmonte-  Buenavista-  Buenos Aires-  Cabecera Municipal-  El Águila-  El Bosque-  El Carmen-  El Crucero-  El Porvenir-  El Rosario-  El Zancudo-  La Alemania-  La Betulia-  La Cascada-  La Cristalina-  La Elvira-  La Flor",True
postal_524507,524507,5245,state_co_937,rural,"","Chorrera Negra- San Francisco-  San Marcos-  Santa Lucia",True
postal_855017,855017,8550,state_co_1258,rural,"","Tigrana",True
postal_685569,685569,6855,state_co_1126,rural,"","Bocas- El Guamo-  La Compañía-  La Honda-  Moya Jovina-  Trochas",True
postal_153001,153001,1530,state_co_425,urban,"","",True
postal_231028,231028,2310,state_co_637,rural,"","",True
postal_684551,684551,6845,state_co_1085,urban,"","Cabecera Municipal",True
postal_154440,154440,1544,state_co_482,urban,"","",True
postal_734520,734520,7345,state_co_1189,urban,"","",True
postal_683039,683039,6830,state_co_1077,rural,"","Calandaima- Carare-  Cuevas-  Favita-  Garibay",True
postal_230029,230029,2300,state_co_627,rural,"","El Cocuelo- Guaimaral-  La Mora-  Leticia-  Los Pantanos-  Martinica-  Nuevo Paraíso-  Palmito Picado-  San Felipe-  San Rafaelito",True
postal_250053,250053,2500,state_co_741,urban,"12 de Marzo- Altos de La Florida- Andalucía- Balcón Real- Bosque de Cipi- Boyacá- Cagua- Chicó Sur- Cien Familias- Cohabitar- Colmena II- Comfenalco- Conjunto Residencial Autopista Sur- El Altico- El Bosque - Cagua Chiquita- El Cardal- El Cipres- El Divin","",True
postal_252827,252827,2528,state_co_695,rural,"","COTOMA- EL HATILLO-  EL NEME",True
postal_278030,278030,2780,state_co_800,urban,"Andalucía- Buenos Aires- Guadualito- La Candelaria- Navidad- Nazareth- Parroquial- Popular- Pueblo Nuevo- Sagrada Familia- Tagualito- Terrenos en Expansión","",True
postal_131008,131008,1310,state_co_391,rural,"La Línea- La Montaña","",True
postal_180009,180009,1800,state_co_545,rural,"","",True
postal_170007,170007,1700,state_co_518,rural,"","El 41- El Cacique-  El Guineo-  El Yunque-  Fonditos-  La Esperanza-  La Garucha-  Pueblo Viejo-  Tarroliso",True
postal_541010,541010,5410,state_co_998,urban,"Barrio Torcoroma- BARRIO  LA SABANA- BARRIO BONITO- BARRIO DOCE DE OCTUBRE- BARRIO EL MIRADOR- BARRIO EL SOL- BARRIO KILOMETRO 8- BARRIO KILOMETRO 9- BARRIO LA CORDIALIDAD- BARRIO LA ESPERANZA- BARRIO LA INVASION JUANA PAULA- BARRIO LLANITOS- BARRIO LOS C","",True
postal_151840,151840,1518,state_co_441,urban,"","",True
postal_272010,272010,2720,state_co_774,urban,"","",True
postal_687542,687542,6875,state_co_1078,urban,"1 de Mayo- Altos de Arenales- Angulito- Arenales- Arenales IV- Asodmevipo- Bado Hondo- Balcones de Galicia- Casa Linda- Castilla Real 1- Castilla Real 2- Corviandi 1- El Consuelo- El Gallineral- El Malecón- El Progreso- Hacienda La Meseta- Jardín de Arena","",True
postal_201007,201007,2010,state_co_620,rural,"","",True
postal_760040,760040,7600,state_co_1203,urban,"Belisario Caicedo- Belén- Brisas de Mayo- Cañaveral- Cementerio - Carabineros- El Cortijo- La Sultana- Lleras Camargo- Pueblo Jóven- Siloe- Tierra Blanca- Venezuela - Urbanización Cañaveralejo","",True
postal_111166,111166,1111,state_co_349,urban,"Casablanca Suba- Casablanca Suba I- Casablanca Suba Urbano- Casablanca Suba Urbano I- Casablanca Suba Urbano II- Mirandela- Nueva Zelandia- San José de Bavaria- Villa del Prado","",True
postal_478029,478029,4780,state_co_883,rural,"","",True
postal_500002,500002,5000,state_co_884,urban,"","",True
postal_475001,475001,4750,state_co_874,urban,"","",True
postal_411047,411047,4110,state_co_834,rural,"","SIERRA DE LA CAÑADA",True
postal_730567,730567,7305,state_co_1197,rural,"","Rio Azul",True
postal_192070,192070,1920,state_co_593,urban,"","",True
postal_521027,521027,5210,state_co_941,rural,"","El Carmelo- La Florida",True
postal_055037,055037,0550,state_co_202,rural,"","Altamira- Aueres arriba-  Aures Cartagena-  Aures el Silencio-  Cabecera Municipal-  Campo Alegre-  Carrizales-  Colmenas-  Combia-  El Buey-  El Buey Colmenas-  El Cardal-  El Carmelo-  El Caudal-  El Chagualo-  El Churimo-  El Erizo-  El Guaico-  El Hig",True
postal_474068,474068,4740,state_co_877,rural,"","",True
postal_686577,686577,6865,state_co_1068,rural,"","Cerro Negro- Dos Bocas-  El 27-  El Edén-  El Treinta-  LA PRADERA-  La Salina-  MARCITO-  PAMPLONA-  PRIMAVERA-  Sabanales-  San Luis-  Vista Hermosa",True
postal_862001,862001,8620,state_co_1273,urban,"","",True
postal_544577,544577,5445,state_co_1006,rural,"","La Cueva- La Humareda-  Las Colmenas-  San Antonio",True
postal_191520,191520,1915,state_co_580,urban,"","",True
postal_733588,733588,7335,state_co_1198,rural,"","Caimanera- Cayarco-  El Paraíso-  Guadualejo-  Pascual Aldana y Andagoya-  Talura Puerto Peñón",True
postal_910001,910001,9100,state_co_1286,urban,"","",True
postal_134060,134060,1340,state_co_380,urban,"","",True
postal_152219,152219,1522,state_co_492,rural,"","",True
postal_153820,153820,1538,state_co_480,urban,"","",True
postal_445001,445001,4450,state_co_853,urban,"11 de Junio- 6 de Abril- El Cafetal- El Carmen- El Centro- Hormigueral- José Galo Daza- José Prudencio Padilla- La Floresta- Los Ángeles- Nuevo- Pompolio Daza- Rojas Pinilla- San Luis- Unión- Urbanización Blanca Martínez- Urbanización Luis Carlos Galán- U","MUNICIPIO DE VILLANUEVA",True
postal_971008,971008,9710,state_co_1315,rural,"","",True
postal_764008,764008,7640,state_co_1224,rural,"","",True
postal_083021,083021,0830,state_co_333,urban,"23 de Septiembre- 7 de Diciembre- Abajo- Bellavista- Bellavista Parte 1- Bellavista Parte 2- Colombia- El Carmen- El Centro 1- El Centro 2- El Centro 3- El Girasol- El Morrito- El Paraíso- El Pasito- El Pradito- El Tesoro- Juan XXIII- La Luna- La Magdalen","",True
postal_110541,110541,1105,state_co_349,urban,"Antonio José de Sucre- Centro Usme- Centro Usme Rural- Centro Usme Rural I- Centro Usme Rural II- Centro Usme Urbano- Charala- Chuniza- Comuneros- Desarrollo Brazuelos- Desarrollo Brazuelos I- El Tuno- El Uval Rural- El Virrey- La Esperanza de Usme- La Re","",True
postal_412040,412040,4120,state_co_835,urban,"","LA CAÑADA- PORTACHUELO-  VARAS MESON",True
postal_521047,521047,5210,state_co_967,rural,"","Achupallas- Aguadas-  Altamira-  Araditas-  Betania-  Briceño-  Chilcal Alto-  El Agrado-  El Diviso-  Escubillal-  Francia-  La Florida-  Laderas-  Lagunitas-  Las Palmas-  Los Robles-  Lucitania-  Praditos-  Ramal Alto-  Ramal Bajo-  Yunguilla",True
postal_251237,251237,2512,state_co_688,rural,"","Villa- Yerbabuena",True
postal_505028,505028,5050,state_co_899,rural,"","",True
postal_507017,507017,5070,state_co_885,rural,"Asuda- Codem- Covicom","Colonia Penal de Oriente- Fresco Valle-  San Pablo-  Vista Hermosa",True
postal_252617,252617,2526,state_co_750,rural,"","ANDEN- BETULIA-  CATALAMONTE-  CATIVA-  CHILCAL-  EL PALMAR-  EL ROSARIO-  EL TIGRE-  ESCALANTE-  FLORIAN-  GUASIMAL-  GUAYABAL BAJO-  HELECHAL-  HOSPICIO-  JUNCA-  LA HONDA-  LAGUNETA-  LUSERNA-  NAPOLES-  PAYACAL-  PEÑA NEGRA-  ROBLEHUECO-  SAN ANTONIO-",True
postal_181067,181067,1810,state_co_552,rural,"","La Cañada- Las Mercedes",True
postal_275017,275017,2750,state_co_790,rural,"","",True
postal_545558,545558,5455,state_co_981,rural,"","Agua Blanca- El Mosquito-  El Paraíso-  El Tesoro-  Fortunas-  La Azulita-  La Capilla-  La Curva-  Las Cuadras-  Monserrate-  Panplona-  Planadas",True
postal_683027,683027,6830,state_co_1098,rural,"","Amanzagatos- Barroblanco-  La Caldera-  La Laguna-  La Peña-  Portachuelo-  San Joaquín",True
postal_734527,734527,7345,state_co_1189,rural,"","Yavi",True
postal_413060,413060,4130,state_co_815,urban,"","CENTRO",True
postal_134001,134001,1340,state_co_373,urban,"Arroyito- Boca Grande- Casa Blanca- El Carmen- El Educador- Ocho Casas- Pueblo Nuevo- San Martín","",True
postal_940017,940017,9400,state_co_1297,rural,"","",True
postal_190559,190559,1905,state_co_581,rural,"","Belén- Chirriadero-  Honduras-  La Bodega-  La Chorrera-  Medellín-  Pueblillo-  Samaria",True
postal_171040,171040,1710,state_co_521,urban,"","",True
postal_950008,950008,9500,state_co_1306,rural,"","Boquerón- Buenos Aires-  Campo Alegre-  Caño Blanco Dos-  Caño Blanco Tres-  El Morro-  El Recreo-  El Refugio-  Florida II-  Gaviotas-  Guacamayas-  Guayabales-  Horizonte-  La Fuga-  La Oriental-  Las Acacias-  Las Dunas-  Los Gualandales-  Manglares-",True
postal_473040,473040,4730,state_co_862,urban,"10 de Julio- 15 de Enero- 2 de Febrero- 20 de Enero- Almirante Padilla- Chapinero- Club de Leones- El Banquito- El Bosque- El Canal- El Carmen- El Centro- El Huerto- El Proceso- Gore- Inscredial- La Candelaria- La Esperanza- La Paz- La Playa- La Plegaria-","",True
postal_052828,052828,0528,state_co_283,rural,"","",True
postal_681538,681538,6815,state_co_1092,rural,"","Chichimita- Chiscote-  El Palmar-  La Burrera-  Rasgon o Bricha-  San Luís",True
postal_527568,527568,5275,state_co_953,rural,"","",True
postal_085009,085009,0850,state_co_342,rural,"","",True
postal_503037,503037,5030,state_co_897,rural,"","",True
postal_687558,687558,6875,state_co_1078,rural,"","Cantalta- Chocoa-  El Santero-  La Sabana-  Llanadas-  Palonegro",True
postal_990018,990018,9900,state_co_1316,rural,"","",True
postal_523040,523040,5230,state_co_954,urban,"","",True
postal_544517,544517,5445,state_co_988,rural,"","Batatal- Bejucales-  Buenavista-  Cabecera Municipal-  Cachiri-  Cañahuate-  Cedro-  Chuspa-  Cornejito-  El Almendral-  El Palmar-  El Retiro-  Golondrina-  Inmenso-  La Argentina-  La Cuchilla-  Líbano-  Morretón-  Orope-  Platanala-  Portachuelo-  Puen",True
postal_193527,193527,1935,state_co_597,rural,"","Campo Alegre- El Altillo Alto-  El Desecho-  Hato Viejo",True
postal_411020,411020,4110,state_co_837,urban,"","",True
postal_683551,683551,6835,state_co_1120,urban,"16 de Marzo- Acacias- Antonia Santos- Bicentenario- Bicentenario 5 Etapa- Chiquinquirá- Comuneros- Convento Casabaranda- Diamante- El Bosque- Fátima- José A Galán- José A Morales- La Floresta- La Jaboncilla- La Presentación- Manuela Beltrán- Monasterio- N","Alto de Chochos- Alto de La Cruz-  Cabecera Municipal-  Chanchon-  El Líbano",True
postal_418008,418008,4180,state_co_821,rural,"","ALTO CHAPARROSA- BELLAVISTA-  BUENOS AIRES-  CHAPARROSA-  CORINTO-  EL CARMEN-  EL CERRO-  EL CERRO-  EL CERRO-  EL ROBLE-  FATIMA-  FLORIDA-  FLORIDA-  GUAYABO-  GUAYABO-  LA CHILCA-  LA ESMERALDA-  LA ESPERANZA-  LA MAICA-  MIRADOR-  PEDREGAL-  PEDREGAL",True
postal_052817,052817,0528,state_co_305,rural,"","Bagre Medio- Baldios de La Nación-  El Pescado-  El Tesoro-  La Palma-  La Po-  Marmoles-  Monte Frio-  San Miguelito-  Santa Isabel-  Villa Severa",True
postal_687549,687549,6875,state_co_1078,rural,"","Cedro- La Cabaña-  La Renta-  Motoso-  Pantano-  Parroquia-  Piedras Negras-  San Gabriel",True
postal_152607,152607,1526,state_co_476,rural,"","Cabecera Municipal- Villanueva",True
postal_056478,056478,0564,state_co_288,rural,"","Cajón Largo- Chaquiro Abajo-  Chaquiro Arriba-  El Clavel-  La Taborda-  Morritos",True
postal_135020,135020,1350,state_co_387,urban,"Abajo- Areas Proyectadas- Arriba- El Pesebre- La Sabana- Las Puntas- Pupa- San Francisco- Urbanización La Original","",True
postal_192577,192577,1925,state_co_600,rural,"","Baldios- Baldios-  CHichucue-  Los Alpes - Riosucio",True
postal_763533,763533,7635,state_co_1229,urban,"Caicelandia- Central- Chapinero- Ciudadela Palmira- Colombina- El Triunfo- El Trébol- Fátima- Independencia- La Trinidad- Las Américas- Las Delicias- Las Victorias- Libertadores- Los Robles- Luis Carlos Galán- Olímpico- Perseverancia- Petruc- Pueblo Nuevo","",True
postal_412068,412068,4120,state_co_816,rural,"","",True
postal_991008,991008,9910,state_co_1319,rural,"","",True
postal_761527,761527,7615,state_co_1236,rural,"El Ballano","Ajizal- El Cedro-  Patio Bonito-  Sabanazo-  Sonora-  Tamboral",True
postal_735530,735530,7355,state_co_1195,urban,"","",True
postal_952009,952009,9520,state_co_1309,rural,"","Los Medios",True
postal_476008,476008,4760,state_co_863,rural,"","Las Piedras",True
postal_632067,632067,6320,state_co_1026,rural,"","Antena Alta- Antena Baja-  Arenales-  Berlin-  Cañaveral-  Cedral Alto-  El Recreo-  Guamal-Pizarras-  La Maria-  La Mariela-  La Playa-  La Primavera-  La Topacia-  Palmera-  Patio Bonito-  Pedregales-  Rio Azul-  Rio Azul Alto-  Río Rojo-  Rios Lejos-",True
postal_110821,110821,1108,state_co_349,urban,"Bavaria- Castilla- Ciudad Kennedy- Ciudad Techo II- El Vergel Oriental- La Pampa- Las Dos Avenidas- Mandalay- Nuevo Techo- Pío XII- Valladolid- Vergel Occidental- Villa Alsacia II- Visión de Oriente","",True
postal_733557,733557,7335,state_co_1175,rural,"","Cañada Alta- El Badeo-  Loma de Luisa-  Pringamosal El Tuno-  Pringamosal Los Pasos-  Pringamosal Oval",True
postal_473020,473020,4730,state_co_866,urban,"","Cabecera Municipal",True
postal_081067,081067,0810,state_co_336,rural,"","",True
postal_734047,734047,7340,state_co_1169,rural,"","Agua Blanca Diviso- Agua Blanca El Roble-  San Vicente",True
postal_135047,135047,1350,state_co_383,rural,"","Humaderita Baja- Los Cocos-  Mata Bambú-  Nueva Esperanza-  Silicia",True
postal_444017,444017,4440,state_co_845,rural,"","",True
postal_251427,251427,2514,state_co_711,rural,"","ALTO EL QUEMAO- BRISAS DE JAGUA-  CHOARAL-  FATIMA-  GAZADUQUE CENTRO-  GAZAIRE-  GRAMALOTE-  LA GUARAPAYA-  LAS CAIDAS-  MESA REYES CENTRO-  SAN FRANCISCO-  SAN ISIDRO-  SAN JUAN DE LOS REYES-  SAN MIGUEL-  SANTA RITA",True
postal_190557,190557,1905,state_co_581,rural,"","Danubio- El Placer",True
postal_194520,194520,1945,state_co_592,urban,"","",True
postal_250007,250007,2500,state_co_670,rural,"","",True
postal_851058,851058,8510,state_co_1267,rural,"","",True
postal_851017,851017,8510,state_co_1256,rural,"","Arenal- Centro-  Colorados",True
postal_681517,681517,6815,state_co_1063,rural,"","",True
postal_050034,050034,0500,state_co_201,urban,"Altamira- Batallón Cuarta Brigada- Bosques de San Pablo- Caribe- Carlos E. Restrepo- Cerro El Volador- Cuarta Brigada- Ecoparque Cerro El Volador- Estadio- Facultad de Minas U. Nacional- Facultad Veterinaria y Zootecnia U.de.A.- La Pilarica- Los Colores-","",True
postal_171028,171028,1710,state_co_524,rural,"","Buenavista- El Roblal-  El Rosio-  La Meseta-  San Ignacio-  San Rafael-  Varsovia",True
postal_131001,131001,1310,state_co_391,urban,"5 de Agosto- Alejandría- Altamira- Arroyo Lejo- Av Pastrana- Bella Vista- Buenos Aires- Calle 13 de Junio- Calle de- Calle del Coco- Calle del Mercado- Calle del Progeso- Calle del Tronco- Calle El Porvenir- Calle Las Flores- Calle Nueva- Calle Real- Call","",True
postal_760015,760015,7600,state_co_1203,urban,"Charco Azul- El Pondaje- Lleras Restrepo- Lleras Restrepo II Etapa- Los Comuneros II- Los Lagos- Marroquín III- Omar Torrijos- Ricardo Balcazar- Rodrigo Lara Bonilla- Sector Laguna del Pondaje- Ulpiano Lloreda- Villa del Lago- Villablanca","",True
postal_760540,760540,7605,state_co_1231,urban,"","El Agrado",True
postal_504041,504041,5040,state_co_909,urban,"Buenos Aires- Cunimia- El Centro- Ferias- Fuentes- La Esperanza- Latorre Gómez- Libertad- Portales de Chía","",True
postal_735589,735589,7355,state_co_1191,rural,"","",True
postal_151060,151060,1510,state_co_402,urban,"","",True
postal_273070,273070,2730,state_co_797,urban,"","",True
postal_153617,153617,1536,state_co_403,rural,"","Alfaras- Baron Gallero-  Bojirque-  Chorro Blanco-  Cruz Blanca-  Faitoque-  La Lajita-  Paeces-  Peñas-  Puente de Boyaca-  Quebrada Grande-  Volador",True
postal_810001,810001,8100,state_co_1245,urban,"Brisas del Llano- Bulevar de La ceiba- Córdoba- Cabañaas del Río- Cristo Rey- Doce de Octubre- El Bosque- El Porvenir- El Triunfo- Flor de Mi Llano- Fundadores- La Chorrera- La Esperanza- La Granja- Las Américas- Las Corocoras- Libertadores- Los Guarataro","Barracones- Barrancon-  Cabecera Municipal-  Clarinertero-  Mata de Gallina-  Monserrate-  Moserrate-  Zona Urbana",True
postal_764507,764507,7645,state_co_1209,rural,"","",True
postal_250008,250008,2500,state_co_670,rural,"","AGUA CALIENTE- Bojacá-  Cabecera Municipal-  Fusca-  GALAHORBA-  HATO GRANDE-  La Balsa-  LA VIOLETA-  MARQUEZ-  MERCENARIO-  SAN GABRIEL-  Yerbabuena",True
postal_152067,152067,1520,state_co_419,rural,"","Buenavista- Buntia-  Cabecera Municipal-  Canelas-  Chámeza Mayor-  Corrales-  Didamon-  Modeca-  Reyes Patria",True
postal_192029,192029,1920,state_co_575,rural,"","La Laguna",True
postal_525508,525508,5255,state_co_936,rural,"","Guaramuez",True
postal_052070,052070,0520,state_co_260,urban,"","",True
postal_416027,416027,4160,state_co_807,rural,"","EL ALTO- EL PALMO-  HATO VIEJO-  LA GUAIRA-  LA SINGA-  MIRADOR-  SAN CARLOS-  ZAPATERO",True
postal_272018,272018,2720,state_co_774,rural,"","",True
postal_663001,663001,6630,state_co_1042,urban,"","Buenos Aires- El Tambo-  Mapa",True
postal_153808,153808,1538,state_co_471,rural,"","",True
postal_632047,632047,6320,state_co_1018,rural,"","La Moravita- Los Juanes",True
postal_081048,081048,0810,state_co_331,rural,"","",True
postal_733549,733549,7335,state_co_1175,rural,"","Callejón de Guaduas- Callejón de Guaduas El Porvenir-  Callejón de Guaduas Samán-  Cañada Baja-  Cañada Ondequeras-  Guasimal-  Las Mercedes-  Las Mercedes El Oval-  Paso Ancho",True
postal_662037,662037,6620,state_co_1035,rural,"","Caimal- Caimalito-  El Condor-  El Diamante-  El Silencio-  El Yarumo-  La Polonia-  La Primavera-  La Sombra-  San Carlos-  San Eugenio-  San Gabriel-  San Gerardo",True
postal_660009,660009,6600,state_co_1029,rural,"Alto Rocío- Hacienda La Cuba- Heriberto Herrera- Mirador de Naranjito- Miraflores","Alegrías- Altamira-  Cantamonos-  Condina-  Cruces-  Guayabal-  La Castalia-  La Graminea-  La Julia-  La Lotería-  Monte Largo-  Pérez Alto-  Santacruz de Barbas-  Tinajas-  Tribunas Corcega-  Yarumal-  Yarumito",True
postal_152007,152007,1520,state_co_449,rural,"","Las Cañas",True
postal_524061,524061,5240,state_co_940,urban,"","El Socorro",True
postal_687547,687547,6875,state_co_1078,rural,"Balcones de Provenza- Brisas del Campo- España- Los Guaduales- Malpaso- Mi Propio Hogar- Tejares- Villa de Los Caballeros","Acapulco- Barbosa-  Cabecera Municipal-  Chocoita-  Guatiguara-  Lagunetas-  Llanadas-  Llano Grande-  Palogordo-  Penas-  Ruitoque-  Ruitoque",True
postal_527008,527008,5270,state_co_956,rural,"","",True
postal_054047,054047,0540,state_co_285,rural,"","Abreito- Abreo-  Aeropuerto-  Barro Blanco-  Cabecera Municipal-  Chachafruto-  Chipre-  Cuchillas de San José-  El Carmín-  El Cerro-  Galicia-  La Asunción-  La Baja-  La Convención-  La Mosquita-  La Mosquita-  La Primavera-  La Quiebra-  Las Hojas-  L",True
postal_850002,850002,8500,state_co_1252,urban,"20 de Julio- 26 de Mayo- Aerocivil- Araguaney- Bellavista- Canaguaros- Central de Abastos- Chavinave- Ciudad Jardín- Ciudadela El Carmen- Comcaja- Comfaboy- Covisedca- El Fical- El Garcero- El Laguito- El Mastranto- El Mastranto II- El Oasis- El Paraíso-","La Unión- Picón- Arenal-  Sirivana-  Upanema",True
postal_133507,133507,1335,state_co_352,rural,"","",True
postal_991017,991017,9910,state_co_1319,rural,"","",True
postal_152617,152617,1526,state_co_400,rural,"","Bombita- Libertad-  Patanoa-  Quebradas-  San Pablo",True
postal_150227,150227,1502,state_co_456,rural,"","",True
postal_052467,052467,0524,state_co_309,rural,"","Agualinda- Area Sin Levantar-  Blanco-  Cabecera Municipal-  Cañoñ de Iglesias-  Chuchui-  El Cerro-  El Guaimaro-  El Porvenir-  La Cabaña-  La Cabaña-  La Caucana-  La CIdra-  La Francia-  La Ilusión-  La Linda-  La Primavera-  Manizales-  Mano Pinta-",True
postal_411040,411040,4110,state_co_834,urban,"","POTRERILLOS- TELLO",True
postal_732048,732048,7320,state_co_1177,rural,"","El Caucho- Pantano Grande",True
postal_476048,476048,4760,state_co_868,rural,"","",True
postal_133558,133558,1335,state_co_364,rural,"","",True
postal_251268,251268,2512,state_co_757,rural,"","ALGODONES- BOCA DE MONTE-  BOCA MONTE-  BUENAVISTA ALTO REDONDO-  CAMPO HERMOSO-  CASCADAS-  EL CARMEN-  EL CARMEN-  EL MADURO-  JAGUA-  MESITAS-  SAN ANTONIO-  SAN LUIS-  SAN PEDRO LA JAGUA-  SAN ROQUE-  SANTA TERESA-  SINAI-  TOQUIZA",True
postal_760530,760530,7605,state_co_1213,urban,"Almendros- Bellavista- Canadá- Cincuentenario- Ciudadela Germán Mejía- Guayacanes I- Guayacanes II- La Palma- La Virgen- Los Fundadores- Obrero- San Jorge- San Vicente- Urbanización El Rosalito","Cabecera Municipal- La Unión-  Santa Elena-  Vergel-  Zona Urbana",True
postal_194507,194507,1945,state_co_590,rural,"","",True
postal_862087,862087,8620,state_co_1275,rural,"","La Bretaña- La Sabaleta-  Unión Cocoya",True
postal_254057,254057,2540,state_co_733,rural,"","Albergue- Boca de Monte-  Cabecera Municipal-  Canutillal-  Carriazo-  Chinga Tumbí-  Chinge Siberia-  Ciénaga-  Cuibuco-  EL CENTRO-  EL TRIUNFO-  Guadual-  Hato Viejo-  La Alpujarra-  LA ESMIRNIA-  La Floresta-  LA MARIA-  La Montaña-  LA TRINIDAD-  LA",True
postal_991027,991027,9910,state_co_1319,rural,"","",True
postal_684531,684531,6845,state_co_1045,urban,"","Cabecera Municipal- Canoas-  Canutillo-  Honda-  Mochila-  Poveda-  Salitre",True
postal_253640,253640,2536,state_co_705,urban,"","",True
postal_682539,682539,6825,state_co_1066,rural,"","Anacal Alto- Anacal Bajo-  Anzuelo-  Arrayana-  Coromorito-  El Batán-  El Centro-  El Fical-  El Oso-  Guachavita-  Hatillo Alto-  Hatillo Bajo-  La Hoya-  La Mina-  Las Flores-  Los Pinos-  Naranjal-  Pueblo Viejo-  Reasguardo-  San José",True
postal_052417,052417,0524,state_co_235,rural,"","Bella Sola- Cacerí-  Caño Pescado-  Hoya Grande-  La Concepción-  Rio Man-  Santa Lucia-  Zona Adjunta A La Cabecera-  Aqui Si",True
postal_734028,734028,7340,state_co_1178,rural,"","Alto del Águila- La Pepina",True
postal_081008,081008,0810,state_co_339,rural,"","",True
postal_150201,150201,1502,state_co_417,urban,"","Cabecera Municipal",True
postal_761567,761567,7615,state_co_1220,rural,"","Bellavista- Bosque Tarzo-  Buenos Aires-  El Bosque-  El Consuelo-  El Crucero-  El Lular-  Guatemala-  La Cabaña-  La Cabaña-  La Guaira-  La Hondura-  La María-  La Peña-  La Virginia-  Las Vueltas-  Los Sainos-  Monte Azul-  Ojedas-  Paramillo-  Parami",True
postal_682567,682567,6825,state_co_1097,rural,"","Capellania- Guaduas-  Hatigal-  La Cañada-  La Falda-  La Laja-  La Loma-  Olvido Monchia-  Quebrada Seca-  Salitre-  San Antonio-  San Bernardo-  San Rafael-  Santa Rosa",True
postal_760013,760013,7600,state_co_1203,urban,"20 de Julio- Aguablanca- El Jardín- El Prado- El Recuerdo- José Holguín Garcés- José María Córdoba- La Esperanza- La Fortaleza- La Gran Colombia- La Independencia- León XIII- Los Conquistadores- Los Sauces- Maracaibo- Prados de Oriente- Primavera- San Ben","",True
postal_942017,942017,9420,state_co_1300,rural,"","",True
postal_151628,151628,1516,state_co_490,rural,"","",True
postal_441020,441020,4410,state_co_851,urban,"","",True
postal_054027,054027,0540,state_co_269,rural,"","Chocho Mayo- La Peña",True
postal_681528,681528,6815,state_co_1055,rural,"","Páramo",True
postal_274030,274030,2740,state_co_791,urban,"El Cascote- El Centro- El Comercio- El Llano- El Porvenir- Guarapito- La Barca- La Virgen- Palmeras- San Judas","",True
postal_185010,185010,1850,state_co_554,urban,"","",True
postal_195069,195069,1950,state_co_579,rural,"","",True
postal_133557,133557,1335,state_co_364,rural,"","",True
postal_192028,192028,1920,state_co_575,rural,"","Barondillo- Botatierra-  Chimicueto-  El Maco-  El Mayo-  El Tablon-  El Voladero-  La Marqueza-  Loma Gorda-  Monte Redondo-  Nueva Colonia-  Picadito-  Porvenir-  Puente Quemado-  Quinamayo-  Ullucos-  Zumbico",True
postal_253001,253001,2530,state_co_662,urban,"","BOBACE- CORTES-  CUBIA",True
