id,code,name
lavish_hr_payroll.cie10_s78,S78,Amputacion traumatica de la cadera y del muslo
lavish_hr_payroll.cie10_s79,S79,Otros traumatismos de la cadera y del muslo y los no especificados
lavish_hr_payroll.cie10_s80,S80,Traumatismo superficial de la pierna
lavish_hr_payroll.cie10_s81,S81,Herida de la pierna
lavish_hr_payroll.cie10_s82,S82,Fractura de la pierna inclusive el tobillo
lavish_hr_payroll.cie10_s83,S83,Luxacion esguince y torcedura de articulaciones y ligamentos de la rodilla
lavish_hr_payroll.cie10_s84,S84,Traumatismo de nervios a nivel de la pierna
lavish_hr_payroll.cie10_s85,S85,Traumatismo de vasos sanguineos a nivel de la pierna
lavish_hr_payroll.cie10_s86,S86,Traumatismo de tendon y musculo a nivel de la pierna
lavish_hr_payroll.cie10_s87,S87,Traumatismo por aplastamiento de la pierna
lavish_hr_payroll.cie10_s88,S88,Amputacion traumatica de la pierna
lavish_hr_payroll.cie10_s89,S89,Otros traumatismos de la pierna y los no especificados
lavish_hr_payroll.cie10_s90,S90,Traumatismo superficial del tobillo y del pie
lavish_hr_payroll.cie10_s91,S91,Herida del tobillo y del pie
lavish_hr_payroll.cie10_s92,S92,Fractura del pie excepto del tobillo
lavish_hr_payroll.cie10_s93,S93,Luxacion esguince y torcedura de articulaciones y ligamentos del tobillo y del pie
lavish_hr_payroll.cie10_s94,S94,Traumatismo de nervios a nivel del tobillo y del pie
lavish_hr_payroll.cie10_s95,S95,Traumatismo de vasos sanguineos a nivel del tobillo y del pie
lavish_hr_payroll.cie10_s96,S96,Traumatismo de tendon y musculo a nivel del tobillo y del pie
lavish_hr_payroll.cie10_s97,S97,Traumatismo por aplastamiento del tobillo y del pie
lavish_hr_payroll.cie10_s98,S98,Amputacion traumatica del tobillo y del pie
lavish_hr_payroll.cie10_s99,S99,Otros traumatismos del tobillo y del pie y los no especificados
lavish_hr_payroll.cie10_t00,T00,Traumatismos superficiales que afectan multiples regiones del cuerpo
lavish_hr_payroll.cie10_t01,T01,Heridas que afectan multiples regiones del cuerpo
lavish_hr_payroll.cie10_t02,T02,Fracturas que afectan multiples regiones del cuerpo
lavish_hr_payroll.cie10_t03,T03,Luxaciones esguinces y torceduras que afectan multiples regiones del cuerpo
lavish_hr_payroll.cie10_t04,T04,Traumatismos por aplastamiento que afectan multiples regiones del cuerpo
lavish_hr_payroll.cie10_t05,T05,Amputaciones traumaticas que afectan multiples regiones del cuerpo
lavish_hr_payroll.cie10_t06,T06,Otros traumatismos que afectan multiples regiones del cuerpo no clasificados en otra parte
lavish_hr_payroll.cie10_t07,T07,Traumatismos multiples no especificados
lavish_hr_payroll.cie10_t08,T08,Fractura de la columna vertebral nivel no especificado
lavish_hr_payroll.cie10_t09,T09,Otros traumatismos de la columna vertebral y del tronco nivel no especificado
lavish_hr_payroll.cie10_t10,T10,Fractura del miembro superior nivel no especificado
lavish_hr_payroll.cie10_t11,T11,Otros traumatismos del miembro superior nivel no especificado
lavish_hr_payroll.cie10_t12,T12,Fractura de miembro inferior nivel no especificado
lavish_hr_payroll.cie10_t13,T13,Otros traumatismos del miembro inferior nivel no especificado
lavish_hr_payroll.cie10_t14,T14,Traumatismo de regiones no especificadas del cuerpo
lavish_hr_payroll.cie10_t15,T15,Cuerpo extrano en parte externa del ojo
lavish_hr_payroll.cie10_t16,T16,Cuerpo extrano en el oido
lavish_hr_payroll.cie10_t17,T17,Cuerpo extrano en las vias respiratorias
lavish_hr_payroll.cie10_t18,T18,Cuerpo extrano en el tubo digestivo
lavish_hr_payroll.cie10_t19,T19,Cuerpo extrano en las vias genitourinarias
lavish_hr_payroll.cie10_t20,T20,Quemadura y corrosion de la cabeza y del cuello
lavish_hr_payroll.cie10_t21,T21,Quemadura y corrosion del tronco
lavish_hr_payroll.cie10_t22,T22,Quemadura y corrosion del hombro y del miembro superior excepto de la muneca y de la mano
lavish_hr_payroll.cie10_t23,T23,Quemadura y corrosion de la muneca y de la mano
lavish_hr_payroll.cie10_t24,T24,Quemadura y corrosion de la cadera y del miembro inferior excepto tobillo y pie
lavish_hr_payroll.cie10_t25,T25,Quemadura y corrosion del tobillo y del pie
lavish_hr_payroll.cie10_t26,T26,Quemadura y corrosion limitada al ojo y sus anexos
lavish_hr_payroll.cie10_t27,T27,Quemadura y corrosion de las vias respiratorias
lavish_hr_payroll.cie10_t28,T28,Quemadura y corrosion de otros organos internos
lavish_hr_payroll.cie10_t29,T29,Quemaduras y corrosiones de multiples regiones del cuerpo
lavish_hr_payroll.cie10_t30,T30,Quemadura y corrosion region del cuerpo no especificada
lavish_hr_payroll.cie10_t31,T31,Quemaduras clasificadas segun la extension de la superficie del cuerpo afectada
lavish_hr_payroll.cie10_t32,T32,Corrosiones clasificadas segun la extension de la superficie del cuerpo afectada
lavish_hr_payroll.cie10_t33,T33,Congelamiento superficial
lavish_hr_payroll.cie10_t34,T34,Congelamiento con necrosis tisular
lavish_hr_payroll.cie10_t35,T35,Congelamiento que afecta multiples regiones del cuerpo y congelamiento no especificado
lavish_hr_payroll.cie10_t36,T36,Envenenamiento por antibioticos sistemicos
lavish_hr_payroll.cie10_t37,T37,Envenenamiento por otros antiinfecciosos y antiparasitarios sistemicos
lavish_hr_payroll.cie10_t38,T38,Envenenamiento por hormonas y sus sustitutos y antagonistas sinteticos no clasificados en otra parte
lavish_hr_payroll.cie10_t39,T39,Envenenamiento por analgesicos no narcoticos antipireticos y antirreumaticos
lavish_hr_payroll.cie10_t40,T40,Envenenamiento por narcoticos y psicodislepticos (alucinogenos)
lavish_hr_payroll.cie10_t41,T41,Envenenamiento por anestesicos y gases terapeuticos
lavish_hr_payroll.cie10_t42,T42,Envenenamiento por antiepilepticos sedantes hipnoticos y antiparkinsonianos
lavish_hr_payroll.cie10_t43,T43,Envenenamiento por drogas psicotropicas no clasificadas en otra parte
lavish_hr_payroll.cie10_t44,T44,Envenenamiento por drogas que afectan principalmente el sistema nervioso autonomo
lavish_hr_payroll.cie10_t45,T45,Envenenamiento por agentes principalmente sistemicos y hematologicos no clasificados en otra parte
lavish_hr_payroll.cie10_t46,T46,Envenenamiento por agentes que afectan principalmente el sistema cardiovascular
lavish_hr_payroll.cie10_t47,T47,Envenenamiento por agentes que afectan principalmente el sistema gastrointestinal
lavish_hr_payroll.cie10_t48,T48,Envenenamiento por agentes que actuan principalmente sobre los musculos lisos y estriados y sobre el sistema respiratorio
lavish_hr_payroll.cie10_t49,T49,Envenenamiento por agentes topicos que afectan principalmente la piel y las membranas mucosas y por drogas oftalmologicas otorrinolaringologicas y dentales
lavish_hr_payroll.cie10_t50,T50,Envenenamiento por diureticos y otras drogas medicamentos y sustancias biologicas no especificados
lavish_hr_payroll.cie10_t51,T51,Efecto toxico del alcohol
lavish_hr_payroll.cie10_t52,T52,Efecto toxico de disolventes organicos
lavish_hr_payroll.cie10_t53,T53,Efecto toxico de los derivados halogenados de los hidrocarburos alifaticos y aromaticos
lavish_hr_payroll.cie10_t54,T54,Efecto toxico de sustancias corrosivas
lavish_hr_payroll.cie10_t55,T55,Efecto toxico de jabones y detergentes
lavish_hr_payroll.cie10_t56,T56,Efecto toxico de los metales
lavish_hr_payroll.cie10_t57,T57,Efecto toxico de otras sustancias inorganicas
lavish_hr_payroll.cie10_t58,T58,Efecto toxico del monoxido de carbono
lavish_hr_payroll.cie10_t59,T59,Efecto toxico de otros gases humos y vapores
lavish_hr_payroll.cie10_t60,T60,Efecto toxico de plaguicidas (pesticidas)
lavish_hr_payroll.cie10_t61,T61,Efecto toxico de sustancias nocivas ingeridas como alimentos marinos
lavish_hr_payroll.cie10_t62,T62,Efecto toxico de otras sustancias nocivas ingeridas como alimento
lavish_hr_payroll.cie10_t63,T63,Efecto toxico del contacto con animales venenosos
lavish_hr_payroll.cie10_t64,T64,Efecto toxico de la aflatoxina y otras micotoxinas contaminantes de alimentos
lavish_hr_payroll.cie10_t65,T65,Efecto toxico de otras sustancias y las no especificadas
lavish_hr_payroll.cie10_t66,T66,Efectos no especificados de la radiacion
lavish_hr_payroll.cie10_t67,T67,Efectos del calor y de la luz
lavish_hr_payroll.cie10_t68,T68,Hipotermia
lavish_hr_payroll.cie10_t69,T69,Otros efectos de la reduccion de la temperatura
lavish_hr_payroll.cie10_t70,T70,Efectos de la presion del aire y del agua
lavish_hr_payroll.cie10_t71,T71,Asfixia
lavish_hr_payroll.cie10_t73,T73,Efectos de otras privaciones
lavish_hr_payroll.cie10_t74,T74,Sindromes del maltrato
lavish_hr_payroll.cie10_t75,T75,Efectos de otras causas externas
lavish_hr_payroll.cie10_t78,T78,Efectos adversos no clasificados en otra parte
lavish_hr_payroll.cie10_t79,T79,Algunas complicaciones precoces de los traumatismos no clasificadas en otra parte
lavish_hr_payroll.cie10_t80,T80,Complicaciones consecutivas a infusion transfusion e inyeccion terapeutica
lavish_hr_payroll.cie10_t81,T81,Complicaciones de procedimientos no clasificadas en otra parte
lavish_hr_payroll.cie10_t82,T82,Complicaciones de dispositivos protesicos implantes e injertos cardiovasculares
lavish_hr_payroll.cie10_t83,T83,Complicaciones de dispositivos protesicos implantes e injertos genitourinarios
lavish_hr_payroll.cie10_t84,T84,Complicaciones de dispositivos protesicos implantes e injertos ortopedicos internos
lavish_hr_payroll.cie10_t85,T85,Complicaciones de otros dispositivos protesicos implantes e injertos internos
lavish_hr_payroll.cie10_t86,T86,Falla y rechazo de organos y tejidos transplantados
lavish_hr_payroll.cie10_t87,T87,Complicaciones propias de la reinsercion y amputacion
lavish_hr_payroll.cie10_t88,T88,Otras complicaciones de la atencion medica y quirurgica no clasificadas en otra parte
lavish_hr_payroll.cie10_t90,T90,Secuelas de traumatismos de la cabeza
lavish_hr_payroll.cie10_t91,T91,Secuelas de traumatismos del cuello y del tronco
lavish_hr_payroll.cie10_t92,T92,Secuelas de traumatismos del miembro superior
lavish_hr_payroll.cie10_t93,T93,Secuelas de traumatismos del miembro inferior
lavish_hr_payroll.cie10_t94,T94,Secuelas de traumatismos que afectan multiples regiones del cuerpo y las no especificadas
lavish_hr_payroll.cie10_t95,T95,Secuelas de quemaduras corrosiones y congelamientos
lavish_hr_payroll.cie10_t96,T96,Secuelas de envenenamiento por drogas medicamentos y sustancias biologicas
lavish_hr_payroll.cie10_t97,T97,Secuelas de efectos toxicos de sustancias de procedencia principalmente no medicinal
lavish_hr_payroll.cie10_t98,T98,Secuelas de otros efectos y los no especificados de causas externas
lavish_hr_payroll.cie10_z00,Z00,Examen general e investigacion de personas sin quejas o sin diagnostico informado
lavish_hr_payroll.cie10_z01,Z01,Otros examenes especiales e investigaciones de personas sin quejas o sin diagnostico informado
lavish_hr_payroll.cie10_z02,Z02,Examen y observacion con otros fines administrativos
lavish_hr_payroll.cie10_z03,Z03,Observacion y evaluacion medicas por sospecha de enfermedades y afecciones
lavish_hr_payroll.cie10_z04,Z04,Examen y observacion por otras razones
lavish_hr_payroll.cie10_z08,Z08,Examen de seguimiento consecutivo al tratamiento por tumor maligno
lavish_hr_payroll.cie10_z09,Z09,Examen de seguimiento consecutivo a tratamiento por otras afecciones diferentes a tumores malignos
lavish_hr_payroll.cie10_z10,Z10,Control general de salud de rutina de una subpoblacion definida
lavish_hr_payroll.cie10_z11,Z11,Examen de pesquisa especial para enfermedades infecciosas y parasitarias
lavish_hr_payroll.cie10_z12,Z12,Examen de pesquisa especial para tumores
lavish_hr_payroll.cie10_z13,Z13,Examen de pesquisa especial para otras enfermedades y trastornos
lavish_hr_payroll.cie10_z20,Z20,Contacto con y exposicion a enfermedades transmisibles
lavish_hr_payroll.cie10_z21,Z21,Estado de infeccion asintomatica por el virus de la inmunodeficiencia humana (VIH)
lavish_hr_payroll.cie10_z22,Z22,Portador de enfermedad infecciosa
lavish_hr_payroll.cie10_z23,Z23,Necesidad de inmunizacion contra enfermedades bacterianas aisladas
lavish_hr_payroll.cie10_z24,Z24,Necesidad de inmunizacion contra ciertas enfermedades virales aisladas
lavish_hr_payroll.cie10_z25,Z25,Necesidad de inmunizacion contra otras enfermedades virales aisladas
lavish_hr_payroll.cie10_z26,Z26,Necesidad de inmunizacion contra otras enfermedades infecciosas aisladas
lavish_hr_payroll.cie10_z27,Z27,Necesidad de inmunizacion contra combinaciones de enfermedades infecciosas
lavish_hr_payroll.cie10_z28,Z28,Inmunizacion no realizada
lavish_hr_payroll.cie10_z29,Z29,Necesidad de otras medidas profilacticas
lavish_hr_payroll.cie10_z30,Z30,Asistencia para la anticoncepcion
lavish_hr_payroll.cie10_z31,Z31,Asistencia para la procreacion
lavish_hr_payroll.cie10_z32,Z32,Examen y prueba del embarazo
lavish_hr_payroll.cie10_z33,Z33,Embarazo confirmado
lavish_hr_payroll.cie10_z34,Z34,Supervision de embarazo normal
lavish_hr_payroll.cie10_z35,Z35,Supervision de embarazo de alto riesgo
lavish_hr_payroll.cie10_z36,Z36,Pesquisa prenatal
lavish_hr_payroll.cie10_z37,Z37,Producto del parto
lavish_hr_payroll.cie10_z38,Z38,Nacidos vivos segun lugar de nacimiento
lavish_hr_payroll.cie10_z39,Z39,Examen y atencion del posparto
lavish_hr_payroll.cie10_z40,Z40,Cirugia profilactica
lavish_hr_payroll.cie10_z41,Z41,Procedimientos para otros propositos que no sean mejorar el estado de salud
lavish_hr_payroll.cie10_z42,Z42,Seguimiento que incluye cirugia plastica y reconstructiva
lavish_hr_payroll.cie10_z43,Z43,Atencion de aberturas artificiales
lavish_hr_payroll.cie10_z44,Z44,Prueba y ajuste de dispositivos protesicos externos
lavish_hr_payroll.cie10_z45,Z45,Ajuste y manejo de dispositivo implantado
lavish_hr_payroll.cie10_z46,Z46,Prueba y ajuste de otros dispositivos
lavish_hr_payroll.cie10_z47,Z47,Otra atencion de seguimiento ortopedico
lavish_hr_payroll.cie10_z48,Z48,Otros cuidados posteriores a la cirugia
lavish_hr_payroll.cie10_z49,Z49,Asistencia que incluye dialisis
lavish_hr_payroll.cie10_z50,Z50,Atencion por el uso de procedimientos de rehabilitacion
lavish_hr_payroll.cie10_z51,Z51,Otra atencion medica
lavish_hr_payroll.cie10_z52,Z52,Donantes de organos y tejidos
lavish_hr_payroll.cie10_z53,Z53,Personas que acuden a los servicios de salud para procedimientos especificos no realizados
lavish_hr_payroll.cie10_z54,Z54,Estado de convalecencia
lavish_hr_payroll.cie10_z55,Z55,Problemas relacionados con la educacion y la alfabetizacion
lavish_hr_payroll.cie10_z56,Z56,Problemas relacionados con el empleo y el desempleo
lavish_hr_payroll.cie10_z57,Z57,Exposicion a factores de riesgo ocupacional
lavish_hr_payroll.cie10_z58,Z58,Problemas relacionados con el ambiente fisico
lavish_hr_payroll.cie10_z59,Z59,Problemas relacionados con la vivienda y las circunstancias economicas
lavish_hr_payroll.cie10_z60,Z60,Problemas relacionados con el ambiente social
lavish_hr_payroll.cie10_z61,Z61,Problemas relacionados con hechos negativos en la ninez
lavish_hr_payroll.cie10_z62,Z62,Otros problemas relacionados con la crianza del nino
lavish_hr_payroll.cie10_z63,Z63,Otros problemas relacionados con el grupo primario de apoyo inclusive circunstancias familiares
lavish_hr_payroll.cie10_z64,Z64,Problemas relacionados con ciertas circunstancias psicosociales
lavish_hr_payroll.cie10_z65,Z65,Problemas relacionados con otras circunstancias psicosociales
lavish_hr_payroll.cie10_z70,Z70,Consejo relacionado con la actitud aptitud y comportamiento sexuales
lavish_hr_payroll.cie10_z71,Z71,Personas que acuden a los servicios de salud para otras consultas y consejos medicos no clasificados en otra parte
lavish_hr_payroll.cie10_z72,Z72,Problemas relacionados con el estilo de vida
lavish_hr_payroll.cie10_z73,Z73,Problemas relacionados con dificultades para afrontar la vida
lavish_hr_payroll.cie10_z74,Z74,Problemas relacionados con dependencia del prestador de servicios
lavish_hr_payroll.cie10_z75,Z75,Problemas relacionados con instalaciones medicas y otros tipos de atencion de la salud
lavish_hr_payroll.cie10_z76,Z76,Personas en contacto con los servicios de salud por otras circunstancias
lavish_hr_payroll.cie10_z80,Z80,Historia familiar de tumor maligno
lavish_hr_payroll.cie10_z81,Z81,Historia familiar de trastornos mentales y del comportamiento
lavish_hr_payroll.cie10_z82,Z82,Historia familiar de ciertas discapacidades y enfermedades cronicas incapacitantes
lavish_hr_payroll.cie10_z83,Z83,Historia familiar de otros trastornos especificos
lavish_hr_payroll.cie10_z84,Z84,Historia familiar de otras afecciones
lavish_hr_payroll.cie10_z85,Z85,Historia personal de tumor maligno
lavish_hr_payroll.cie10_z86,Z86,Historia personal de algunas otras enfermedades
lavish_hr_payroll.cie10_z87,Z87,Historia personal de otras enfermedades y afecciones
lavish_hr_payroll.cie10_z88,Z88,Historia personal de alergia a drogas medicamentos y sustancias biologicas
lavish_hr_payroll.cie10_z89,Z89,Ausencia adquirida de miembros
lavish_hr_payroll.cie10_z90,Z90,Ausencia adquirida de organos no clasificada en otra parte
lavish_hr_payroll.cie10_z91,Z91,Historia personal de factores de riesgo no clasificados en otra parte
lavish_hr_payroll.cie10_z92,Z92,Historia personal de tratamiento medico
lavish_hr_payroll.cie10_z93,Z93,Estado de abertura artificial
lavish_hr_payroll.cie10_z94,Z94,Estado de trasplante de organos y tejidos
lavish_hr_payroll.cie10_z95,Z95,Presencia de implantes e injertos cardiovasculares
lavish_hr_payroll.cie10_z96,Z96,Presencia de otros implantes funcionales
lavish_hr_payroll.cie10_z97,Z97,Presencia de otros dispositivos
lavish_hr_payroll.cie10_z98,Z98,Otros estados postquirurgicos
lavish_hr_payroll.cie10_z99,Z99,Dependencia de maquinas y dispositivos capacitantes no clasificada en otra parte
